timestamp,source_ip,http_method,http_status,data_volume
2023-11-24 08:07:00,114.130.142.84,PATCH,301,4104
2023-10-24 13:30:55,91.124.199.101,PATCH,301,1581
2023-04-25 12:33:54,118.203.96.160,PUT,500,4525
2023-10-01 14:49:53,50.170.57.203,GET,200,6697
2023-02-26 22:16:10,110.125.237.45,POST,200,1483
2023-06-26 18:11:46,91.50.14.204,POST,400,7535
2023-03-05 04:48:54,197.201.217.210,PUT,500,6630
2023-03-30 01:29:55,170.10.218.61,GET,200,4986
2023-11-13 01:16:25,200.177.136.65,PATCH,404,2270
2023-08-03 07:40:05,165.251.70.247,POST,500,5418
2023-09-17 03:40:54,12.148.243.107,DELETE,200,5953
2023-06-30 08:34:05,11.109.168.3,PATCH,301,5723
2023-10-22 23:26:02,178.204.184.106,POST,400,1034
2023-09-16 00:16:01,218.136.156.60,PUT,400,2230
2023-01-18 01:10:14,107.48.246.106,POST,500,7298
2023-09-05 12:46:31,152.70.79.249,PUT,404,8906
2023-04-14 16:18:36,15.108.231.123,POST,404,6533
2023-05-18 04:25:03,97.106.123.15,PUT,500,5155
2023-03-27 08:11:37,114.198.175.150,PUT,200,2150
2023-06-12 07:57:47,219.122.115.229,PATCH,500,266
2023-01-09 09:02:57,145.65.158.152,POST,400,6250
2023-07-10 08:10:35,29.120.120.255,GET,404,6479
2023-11-22 11:15:54,182.125.165.129,GET,500,9260
2023-11-09 16:32:47,154.118.212.95,POST,404,764
2023-08-16 15:07:27,8.110.225.172,PUT,400,7726
2023-05-31 05:46:44,114.70.157.7,DELETE,404,744
2023-11-21 03:05:30,216.88.210.85,PATCH,500,4973
2023-10-29 01:02:11,33.210.16.186,GET,200,8474
2023-10-07 07:03:46,180.8.104.171,PATCH,500,2898
2023-06-20 01:47:52,74.215.180.119,PUT,200,2350
2023-02-26 10:55:27,158.180.10.123,POST,500,5335
2023-05-09 06:25:13,70.64.128.103,PUT,200,567
2023-04-12 22:34:55,96.197.170.163,PUT,404,1339
2023-08-01 01:42:42,190.131.77.28,DELETE,301,2515
2023-07-09 11:33:48,110.125.237.45,POST,500,5811
2023-08-23 19:27:02,110.125.237.45,PUT,301,531
2023-11-02 08:23:33,173.35.143.7,GET,200,9461
2023-08-01 06:51:00,51.9.176.130,DELETE,400,8242
2023-10-29 23:05:01,196.243.109.32,PATCH,400,7795
2023-06-01 23:59:21,52.57.163.249,DELETE,500,8199
2023-07-20 16:35:57,214.94.14.103,PATCH,404,5235
2023-03-25 14:52:16,89.170.4.24,POST,400,1742
2023-04-05 14:52:42,165.251.70.247,PATCH,200,8287
2023-05-10 19:53:12,129.173.248.11,GET,500,6140
2023-08-09 05:41:29,184.91.187.95,POST,200,8454
2023-07-10 20:50:12,39.169.196.177,PATCH,500,6533
2023-01-16 16:04:11,109.132.191.7,DELETE,400,6031
2023-07-08 02:16:04,207.230.207.32,PUT,200,2091
2023-09-26 16:31:45,171.148.152.209,PATCH,500,4341
2023-04-03 21:42:29,115.33.9.142,PUT,404,9647
2023-09-25 07:42:42,161.44.110.251,PATCH,500,2892
2023-10-10 07:09:24,172.34.237.54,DELETE,301,957
2023-01-13 01:38:02,131.144.51.188,POST,400,8568
2023-08-14 15:17:40,79.207.125.247,POST,500,8163
2023-06-28 21:56:15,170.10.218.61,POST,404,1226
2023-05-22 14:31:58,191.56.186.98,DELETE,200,397
2023-02-09 03:51:06,170.10.218.61,PATCH,500,8113
2023-01-03 09:36:59,92.65.2.245,GET,301,8046
2023-09-15 02:57:14,10.226.142.70,POST,301,1461
2023-11-14 10:34:14,163.84.196.156,POST,500,2423
2023-11-17 04:26:48,201.98.182.127,PUT,400,8706
2023-07-08 04:45:57,5.31.83.100,PATCH,500,3798
2023-06-16 09:09:41,102.39.57.215,DELETE,301,5230
2023-09-26 14:53:29,165.251.70.247,POST,400,3505
2023-03-13 08:37:36,130.69.214.213,PATCH,500,8733
2023-03-27 17:22:52,110.125.237.45,POST,400,685
2023-09-27 03:34:23,160.1.67.232,PATCH,500,619
